gene_name	gene_id	#TX	#CAP_exons	#CAP_bases	#GC_exons	#GC_bases	%bases_ovl	%UTR_bases_ovl	%exon_bases_ovl
PCGF1	ENSG00000115289.11	8	9	875	8	2629	0.2921262837580829	0.028075970272502065	0.48791893998441155
TLX2	ENSG00000115297.10	4	4	1347	5	2775	0.458018018018018	0.2137809187279152	0.8430826369545033
DQX1	ENSG00000144045.12	8	11	2086	8	2940	0.6340136054421769	0.23121387283236994	0.7580071174377224
AUP1	ENSG00000115307.15	8	10	1767	5	2634	0.5110098709187547	0.3207171314741036	0.5558161350844277
HTRA2	ENSG00000115317.10	10	8	2309	5	3001	0.3028990336554482	0.17971887550200802	0.6164588528678304
LOXL3	ENSG00000115318.10	10	16	2459	14	4363	0.5647490258996104	0.13746770025839794	0.9438435940099834
DOK1	ENSG00000115325.12	13	6	978	4	3049	0.5195145949491636	0.40232670867668446	0.7647058823529411
M1AP	ENSG00000159374.16	9	10	1819	12	3000	0.5426666666666666	0.03700097370983447	0.8058793715154587
SEMA4F	ENSG00000135622.11	10	15	1974	14	6227	0.39007547775815	0.1495745633676668	1.0
HK2	ENSG00000159399.8	3	17	4601	18	6064	0.4795514511873351	0.03322884012539185	0.9749478079331941
POLE4	ENSG00000115350.10	6	4	556	7	2151	0.2194328219432822	0.09364548494983277	0.3094098883572568
TACR1	ENSG00000115353.9	3	5	1306	6	5308	0.23266767143933684	0.003289473684210526	0.9011799410029498
EVA1A	ENSG00000115363.12	11	3	581	5	2744	0.19825072886297376	0.019969278033794162	0.638432364096081
MRPL19	ENSG00000115364.12	7	7	956	7	4601	0.213866550749837	0.03339818417639429	0.5807514831905076
GCFC2	ENSG00000005436.12	11	18	2779	16	5465	0.4596523330283623	0.06243386243386243	0.8878326996197718
LRRTM4	ENSG00000176204.12	7	4	1880	5	5410	0.34824399260628464	0.03242769500438212	0.8922999496728736
REG3G	ENSG00000143954.11	5	5	601	5	1845	0.24498644986449863	0.07424593967517401	0.297029702970297
REG1B	ENSG00000172023.6	5	5	765	4	2384	0.16275167785234898	0.14814814814814814	0.16461684011352887
REG1A	ENSG00000115386.5	4	5	674	4	1725	0.28405797101449276	0.12258064516129032	0.444007858546169
REG3A	ENSG00000172016.14	5	5	601	5	1583	0.36197094125078966	0.05574912891986063	0.5361744301288405
CTNNA2	ENSG00000066032.17	19	21	3173	29	7535	0.41274054412740546	0.054812398042414355	0.658165548098434
LRRTM1	ENSG00000162951.9	7	1	1574	1	5044	0.3120539254559873	0.0023001725129384704	1.0
SUCLG1	ENSG00000163541.10	9	10	2131	13	4286	0.3373775081661223	0.30205949656750575	0.34138737334372565
DNAH6	ENSG00000115423.17	6	76	13512	76	13514	0.9288885600118396	0.02127659574468085	0.9548637539960421
TRABD2A	ENSG00000186854.9	10	8	1713	14	8771	0.18002508265876183	0.058695652173913045	0.25501672240802675
AC022210.1	ENSG00000279992.1	1	0	0	2	54	0.0		0.0
TMSB10	ENSG00000034510.5	1	2	206	2	496	0.34475806451612906	0.10714285714285714	1.0
KCMF1	ENSG00000176407.16	4	7	1142	6	7968	0.15675200803212852	0.017833650051162112	1.0
TCF7L1	ENSG00000152284.4	4	12	1994	13	4414	0.40643407340280924	0.011390887290167866	0.64639475600874
TGOLN2	ENSG00000152291.12	6	4	1580	4	7081	0.21889563620957492	0.027259936686598662	1.0
RETSAT	ENSG00000042445.12	7	11	1952	10	4005	0.5106117353308365	0.08687837028160575	0.8129280821917808
ELMOD3	ENSG00000115459.16	22	13	1256	10	7259	0.1879046700647472	0.11312217194570136	0.2784887263863498
CAPG	ENSG00000042493.14	15	9	1458	9	2607	0.3578826237054085	0.104638619201726	0.5023952095808383
SH2D6	ENSG00000152292.15	9	7	799	14	3858	0.18144116122343182	0.0403744880046811	0.31219806763285024
MAT2A	ENSG00000168906.11	6	9	1292	7	4487	0.17717851571205706	0.005066250974279034	0.40707964601769914
GGCX	ENSG00000115486.10	10	15	3720	14	9098	0.27324686744339416	0.01993230537796164	0.6253679421996253
VAMP8	ENSG00000118640.9	3	4	576	4	990	0.4919191919191919	0.2741702741702742	1.0
AC016753.2	ENSG00000281331.1	1	0	0	2	75	0.0		0.0
VAMP5	ENSG00000168899.4	2	3	519	3	819	0.5384615384615384	0.25806451612903225	0.7384937238493724
RNF181	ENSG00000168894.8	6	5	346	2	1220	0.1860655737704918	0.24324324324324326	1.0
TMEM150A	ENSG00000168890.12	12	7	828	7	3094	0.27537168713639304	0.1935483870967742	0.5539160045402951
USP39	ENSG00000168883.18	20	15	2512	18	3952	0.4848178137651822	0.13909774436090225	0.572289156626506
C2orf68	ENSG00000168887.9	5	3	671	2	4413	0.1794697484704283	0.07909460834181078	1.0
SFTPB	ENSG00000168878.15	7	10	2179	11	4110	0.32968369829683697	0.03944987332609482	0.9250185597624351
GNLY	ENSG00000115523.15	14	7	880	6	3051	0.20026220911176662	0.5394736842105263	0.13833075734157652
ATOH8	ENSG00000168874.11	5	4	1363	8	6076	0.21510862409479922	0.03593220338983051	0.2725494457726581
ST3GAL5	ENSG00000115525.15	13	12	2723	13	5549	0.3506938187060732	0.10718954248366012	0.4433938790743966
POLR1A	ENSG00000068654.14	10	34	5632	36	13519	0.3854575042532732	0.002371853999209382	0.875716694772344
PTCD3	ENSG00000132300.17	20	26	3052	24	10164	0.21438410074773712	0.014356117420184273	0.3842095688557395
IMMT	ENSG00000132305.19	12	15	2955	15	3986	0.6776216758655293	0.039603960396039604	0.8398363750786658
MRPL35	ENSG00000132313.13	4	6	680	4	3829	0.1561765474014103	0.04942630185348632	1.0
REEP1	ENSG00000068615.15	11	8	1523	10	5193	0.19468515309069903	0.040401373118563504	0.6102418207681366
KDM3A	ENSG00000115548.15	16	25	4345	24	13423	0.24100424644267301	0.17319177173191772	0.25822423632091307
CHMP3	ENSG00000115561.13	10	7	882	11	7183	0.11805652234442433	0.03442940038684719	0.16507177033492823
RNF103-CHMP3	ENSG00000249884.7	2	7	1113	7	1503	0.6620093147039254	0.030534351145038167	1.0
RNF103	ENSG00000239305.5	6	6	2109	6	7599	0.27872088432688513	0.005625879043600563	0.318433876659385
RMND5A	ENSG00000153561.11	4	9	1338	12	6804	0.17592592592592593	0.0046801872074883	0.6998806682577565
CD8A	ENSG00000153563.14	4	6	2802	6	3634	0.6296092460099064	0.5404574940252646	1.0
CD8B	ENSG00000172116.20	6	9	1309	8	1864	0.4924892703862661	0.19898391193903472	1.0
RGPD1	ENSG00000187627.13	4	25	6712	24	6871	0.7959540096055887	0.08901884340480831	1.0
PLGLB1	ENSG00000183281.13	7	4	623	5	3220	0.17732919254658386	0.18584615384615386	0.16865203761755485
PLGLB2	ENSG00000125551.17	3	4	508	3	2254	0.23203194321206744	0.2452431289640592	0.22247706422018348
RGPD2	ENSG00000185304.13	2	23	6511	24	6991	0.7692747818623945	0.0661455201443175	0.9887387387387387
KRCC1	ENSG00000172086.7	1	1	785	1	1753	0.4478037649743297	0.00819672131147541	1.0
SMYD1	ENSG00000115593.13	4	11	1583	11	4600	0.32130434782608697	0.0026999662504218697	0.8979841172877214
FABP1	ENSG00000163586.8	4	4	460	4	2470	0.14615384615384616	0.07506361323155217	0.41759465478841873
THNSL2	ENSG00000144115.15	10	10	1416	9	6431	0.2596796765666304	0.10594315245478036	0.37157442235357335
FOXI3	ENSG00000214336.4	1	2	1286	2	2804	0.4543509272467903	0.009067357512953367	1.0
TEX37	ENSG00000172073.3	1	3	630	3	795	0.6981132075471698	0.058823529411764705	1.0
EIF2AK3	ENSG00000172071.10	6	18	5193	19	5434	0.6612072138387928	0.08031599736668861	0.8831578947368421
RPIA	ENSG00000153574.8	1	9	1934	9	1848	0.5638528138528138	0.11912568306010929	1.0
RP11-407P15.2	ENSG00000259916.1	1	0	0	7	1044	0.0	0.0	0.0
TEKT4	ENSG00000163060.7	2	7	1545	6	2218	0.6411181244364292	0.04	0.704183266932271
MAL	ENSG00000172005.9	5	4	506	5	1457	0.3287577213452299	0.030627871362940276	0.5759096612296111
MRPS5	ENSG00000144029.10	8	13	2575	12	6719	0.24586992111921416	0.4263698630136986	0.2286878565607172
ZNF514	ENSG00000144026.10	4	6	1193	4	6813	0.21958021429619845	0.10031595576619273	0.3155080213903743
ZNF2	ENSG00000275111.3	5	4	1459	4	3996	0.33983983983983984	0.04936936936936937	1.0
AC092835.2	ENSG00000233757.5	3	0	0	8	2304	0.0	0.0	0.0
PROM2	ENSG00000155066.14	11	23	3100	22	6063	0.4039254494474683	0.033595113438045374	0.6290108724476267
KCNIP3	ENSG00000115041.11	7	11	1490	14	7870	0.15438373570520966	0.05478896103896104	0.1997780244173141
FAHD2A	ENSG00000115042.8	6	7	1057	7	5665	0.147396293027361	0.006148548942449582	0.5065666041275797
TRIM43	ENSG00000144015.4	1	6	1597	6	1682	0.8002378121284186	0.023255813953488372	1.0
ANKRD36C	ENSG00000174501.13	8	69	10430	81	8574	0.679146256123163	0.020134228187919462	0.7153931339977851
GPAT2	ENSG00000186281.11	10	21	3451	16	5684	0.3279380717804363	0.097911227154047	0.3637657584383896
ADRA2B	ENSG00000274286.1	1	1	1356	1	3371	0.40225452388015426	0.002474022761009401	1.0
ASTL	ENSG00000188886.3	2	9	1432	9	1654	0.7871825876662636	1.0	0.7867958812840703
DUSP2	ENSG00000158050.4	2	4	1033	4	1932	0.4963768115942029	0.020107238605898123	0.7959527824620574
STARD7	ENSG00000084090.12	6	8	1208	7	4414	0.23221567739012233	0.002207505518763797	0.4746393671475105
TMEM127	ENSG00000135956.7	3	3	1026	3	6367	0.12878906863515	0.01875110560764196	1.0
CIAO1	ENSG00000144021.2	4	7	824	5	4031	0.2121061771272637	0.015503875968992248	0.18584070796460178
SNRNP200	ENSG00000144028.13	8	41	11226	42	10926	0.585118066996156	0.24911347517730498	0.6238007756685038
ITPRIPL1	ENSG00000198885.8	5	3	1798	2	4652	0.03460877042132416	0.05122116689280869	1.0
NCAPH	ENSG00000121152.8	7	18	2430	17	3278	0.7034777303233679	0.1520572450805009	0.8168444280985656
NEURL3	ENSG00000163121.8	4	4	953	4	2497	0.3956748097717261	0.06688687035507845	0.7052877138413686
ARID5A	ENSG00000196843.14	6	7	1063	5	3565	0.5929873772791023	0.6200385356454721	0.5176348547717843
KANSL3	ENSG00000114982.16	20	26	3333	26	9015	0.33089295618413755	0.07211367673179396	0.4483870967741935
FER1L5	ENSG00000249715.8	7	52	6125	45	10475	0.5815751789976134	0.8414634146341463	0.6725675321269342
LMAN2L	ENSG00000114988.10	9	10	1234	9	2709	0.43226282761166485	0.1371794871794872	0.8328981723237598
CNNM4	ENSG00000158158.10	4	7	3092	8	5105	0.4761998041136141	0.042828282828282827	0.8840304182509505
CNNM3	ENSG00000168763.14	5	9	2206	6	4416	0.4048913043478261	0.02629601803155522	0.5682333873581847
ANKRD23	ENSG00000163126.13	6	12	1546	13	4116	0.28717201166180756	0.0558858501783591	0.44700082169268696
ANKRD39	ENSG00000213337.7	2	12	622	4	5330	0.22176360225140712	0.13239907969044132	1.0
SEMA4C	ENSG00000168758.9	6	13	3095	13	6157	0.47718044502192625	0.02871410736579276	0.6349066959385291
FAM178B	ENSG00000168754.12	7	22	3200	24	3970	0.6644836272040302	0.12276785714285714	0.8223812621990891
FAHD2B	ENSG00000144199.10	6	7	1102	6	2662	0.3230653643876784	0.049079754601226995	0.38472158306488724
ANKRD36	ENSG00000135976.15	6	66	10582	75	9670	0.6260599793174767	0.05198776758409786	0.6908735182414547
ANKRD36B	ENSG00000196912.11	8	34	7318	44	6771	0.617634027470093	0.07452871547566857	0.8918062471706655
COX5B	ENSG00000135940.5	4	4	558	5	1441	0.3143650242886884	0.16	0.3593189964157706
ACTR1B	ENSG00000115073.7	3	11	1443	10	2892	0.36134163208852005	0.034080717488789235	0.5666854248733821
ZAP70	ENSG00000115085.12	8	11	3124	10	5111	0.3695949911954608	0.12931034482758622	0.3839002267573696
TMEM131	ENSG00000075568.15	9	41	6612	37	12985	0.3996919522525991	0.004452359750667854	0.4373681990721215
VWA3B	ENSG00000168658.17	21	31	4720	32	8307	0.5337667027807873	0.22657342657342658	0.6407010710808179
CNGA3	ENSG00000144191.10	5	8	2975	8	4378	0.546368204659662	0.050080775444264945	0.9119397064656882
INPP4A	ENSG00000040933.14	10	25	3983	30	13187	0.24471069993175096	0.012413793103448275	0.528381337375779
COA5	ENSG00000183513.7	5	4	703	5	2760	0.2036231884057971	0.11721817162086372	0.36131013306038895
UNC50	ENSG00000115446.10	6	5	904	5	2230	0.3991031390134529	0.04105571847507331	0.960927960927961
MGAT4A	ENSG00000071073.11	9	17	2280	17	9630	0.18722741433021806	0.019328859060402683	0.7720183486238532
KIAA1211L	ENSG00000196872.9	8	11	2909	9	4705	0.6493092454835282	0.4123447772096421	0.9791560752414845
TSGA10	ENSG00000135951.13	19	18	2737	24	7375	0.3269152542372881	0.09103641456582633	0.4234664628320275
C2orf15	ENSG00000241962.8	5	9	1178	10	3392	0.3422759433962264	0.12982126058325494	0.6990521327014217
LIPT1	ENSG00000144182.15	7	3	1127	2	2279	0.5647213690215006	0.21382842509603073	0.7446808510638298
RP11-38C17.1	ENSG00000273155.1	1	5	529	4	669	0.7130044843049327	0.30434782608695654	1.0
MITD1	ENSG00000158411.9	9	9	1006	6	4305	0.17212543554006968	0.4716981132075472	0.10889192886456908
MRPL30	ENSG00000185414.18	5	5	720	6	2898	0.2056590752242926	0.03884766477520733	0.8352553542009885
LYG2	ENSG00000185674.8	6	6	786	5	1206	0.6310116086235489	0.3111455108359133	1.0
LYG1	ENSG00000144214.8	2	5	663	5	1093	0.5645013723696248	0.0684931506849315	1.0
TXNDC9	ENSG00000115514.10	9	6	743	5	2816	0.33558238636363635	0.22738190552441953	0.49070631970260226
EIF5B	ENSG00000158417.9	5	25	4039	25	7883	0.4782443232271978	0.046291922531884744	0.6368366285119667
REV1	ENSG00000135945.8	16	24	4328	23	7769	0.4846183550006436	0.13166397415185785	0.5515235032919921
AFF3	ENSG00000144218.17	15	27	4658	29	12737	0.315615922116668	0.03279136494056565	0.6976744186046512
LONRF2	ENSG00000170500.11	2	12	2455	12	13933	0.16292255795593197	0.0006854596864021935	1.0
CHST10	ENSG00000115526.9	12	7	1130	9	4487	0.28482282148428795	0.07373595505617977	0.6516168395363027
NMS	ENSG00000204640.1	1	10	1010	10	485	1.0	1.0	1.0
PDCL3	ENSG00000115539.12	3	6	872	6	1831	0.4363735663571819	0.04884792626728111	1.0
NPAS2	ENSG00000170485.15	12	22	3016	23	12491	0.19974381554719398	0.0046204620462046205	0.22667638483965014
RPL31	ENSG00000071082.9	11	7	828	5	5791	0.0764980141599033	0.04317998385794996	0.10141865378810745
TBC1D8	ENSG00000204634.11	10	20	3987	26	6030	0.5764510779436153	0.014792899408284023	0.609803232607168
CNOT11	ENSG00000158435.6	3	7	1466	6	2786	0.4834888729361091	0.0893719806763285	0.9271339347675226
RNF149	ENSG00000163162.7	6	9	1606	10	4836	0.2882547559966915	0.06459816887080366	0.44146341463414634
CREG2	ENSG00000175874.8	3	4	904	6	7150	0.1227972027972028	0.0014511155450752766	0.531459987782529
RFX8	ENSG00000196460.11	4	14	1903	14	2551	0.6738533908271266	0.4772727272727273	0.7198838896952104
MAP4K4	ENSG00000071054.14	20	35	4867	31	11961	0.3601705543014798	0.03664793549963352	0.5284697508896797
IL1R2	ENSG00000115590.12	9	8	1301	10	3073	0.4044907256752359	0.03541076487252125	0.514575411913815
IL1R1	ENSG00000115594.10	13	11	1505	9	7083	0.1905972045743329	0.029949238578680204	1.0
IL1RL2	ENSG00000115598.8	4	12	1944	11	2644	0.7012102874432677	0.14036996735582155	1.0
IL1RL1	ENSG00000115602.15	9	11	1862	10	5746	0.32788026453184826	0.05305112699285321	0.8021821631878557
IL18R1	ENSG00000115604.9	5	11	1992	12	4353	0.39421088904204	0.01278772378516624	0.8400597907324364
IL18RAP	ENSG00000115607.8	4	10	1847	10	2966	0.6136210384356036	0.0783132530120482	0.9584257206208425
SLC9A4	ENSG00000180251.4	2	12	2499	12	4478	0.5375167485484591	0.0045871559633027525	0.8774689100219458
SLC9A2	ENSG00000115616.2	3	12	2662	15	5984	0.40842245989304815	0.0026899798251513113	0.8093023255813954
MFSD9	ENSG00000135953.9	8	7	874	6	4367	0.3634073734829402	0.24330295498481083	0.9463806970509383
TMEM182	ENSG00000170417.13	8	6	856	8	4879	0.16212338593974174	0.030425333747283453	0.41797346200241253
POU3F3	ENSG00000198914.2	1	1	1519	1	4961	0.3033662568030639	0.001444669170759896	1.0
MRPS9	ENSG00000135972.7	3	12	1511	12	1915	0.6642297650130549	0.10209424083769633	0.8043052837573386
GPR45	ENSG00000135973.2	1	1	1124	1	1307	0.8599846977811783	0.041884816753926704	1.0
TGFBRAP1	ENSG00000135966.11	3	11	2751	11	6005	0.43097418817651956	0.0023357664233576644	1.0
C2orf49	ENSG00000135974.8	2	4	891	4	4768	0.17554530201342283	0.03462671905697446	1.0
FHL2	ENSG00000115641.17	12	10	1289	7	6626	0.21476003622094778	0.1205118411000764	0.8043165467625899
NCK2	ENSG00000071051.12	6	3	1158	3	2990	0.3839464882943144	0.08766716196136701	1.0
C2orf40	ENSG00000119147.8	6	5	744	7	1741	0.3509477311889719	0.16759002770083103	0.48086359175662413
UXS1	ENSG00000115652.13	15	15	2344	18	7023	0.25145949024633346	0.006384213580963436	0.3311320754716981
RGPD3	ENSG00000153165.17	2	24	6526	24	5818	0.92918528704022	0.1953125	1.0
ST6GAL2	ENSG00000144057.14	5	6	1789	6	7708	0.21899325376232487	0.0034762456546929316	1.0
RGPD4	ENSG00000196862.9	1	23	6490	23	5464	0.9870058565153733	0.6263157894736842	1.0
SLC5A7	ENSG00000115665.7	2	8	1783	8	5168	0.3382352941176471	0.002333722287047841	1.0
SULT1C3	ENSG00000196228.3	1	7	1103	7	915	1.0	1.0	1.0
SULT1C2	ENSG00000198203.8	9	8	1074	6	8399	0.10870341707346112	0.05850272682201289	0.12456910059542463
SULT1C4	ENSG00000198075.8	3	7	1049	6	2898	0.29606625258799174	0.008385744234800839	0.4612045577862181
GCC2	ENSG00000135968.18	14	23	5847	25	13282	0.37230838729107063	0.03609106052193226	0.5022801993848764
LIMS1	ENSG00000169756.15	16	14	1809	15	7672	0.21037539103232533	0.08842443729903537	0.4378963073480045
RANBP2	ENSG00000153201.14	5	27	12693	28	12302	0.7930417818240937	0.05198626777832271	0.9402708759621943
CCDC138	ENSG00000163006.10	8	16	2371	15	5796	0.3466183574879227	0.23673469387755103	0.4169404035664008
EDAR	ENSG00000135960.8	3	10	2489	10	4426	0.341843651152282	0.024447421299397188	1.0
SH3RF3	ENSG00000172985.10	1	10	3386	10	5803	0.4897466827503016	0.06208425720620843	1.0
FLJ20019	ENSG00000279515.1	1	0	0	1	690	0.0	0.0	0.0
SEPT10	ENSG00000186522.13	14	13	1704	11	4131	0.43984507383200194	0.145447378793851	0.9084065244667503
SOWAHC	ENSG00000198142.4	1	1	1583	1	4657	0.3399184024049817	0.0025957170668397143	1.0
RGPD5	ENSG00000015568.11	13	24	6590	25	14175	0.39301587301587304	0.04780592222618623	0.47663139329806
LIMS3	ENSG00000256977.9	4	4	710	5	1684	0.31116389548693585	0.07019562715765247	0.5680981595092025
MALL	ENSG00000144063.3	3	5	842	5	3167	0.20492579728449636	0.04909365558912387	1.0
NPHP1	ENSG00000144061.11	11	22	4022	17	11763	0.18770721754654424	0.086754126110876	0.2369467607440667
LINC00116	ENSG00000175701.9	3	0	0	1	2051	0.0	0.0	0.0
AC108938.5	ENSG00000257207.5	1	6	1053	6	3202	0.2576514678326046	0.03295362082994304	1.0
LIMS3L	ENSG00000256671.5	2	3	344	3	1256	0.3837579617834395	0.1782178217821782	0.41025641025641024
RGPD6	ENSG00000183054.10	11	25	6996	24	13309	0.41107521226237886	0.04781704781704782	0.4916016521340064
BUB1	ENSG00000169679.13	12	25	3670	25	6035	0.5491300745650373	0.07849829351535836	0.6293638479441428
ACOXL	ENSG00000153093.17	10	20	2296	24	5747	0.3447015834348356	0.05244974874371859	0.7077643386656263
BCL2L11	ENSG00000153094.20	23	10	1125	7	6658	0.1700210273355362	0.05214408233276158	0.998792270531401
ANAPC1	ENSG00000153107.10	10	48	7979	47	13327	0.4455616417798454	0.01364213197969543	0.5793611793611794
MERTK	ENSG00000153208.15	7	21	5284	37	4700	0.6991489361702128	0.44931327665140613	0.8196152633238726
TMEM87B	ENSG00000153214.8	5	19	2538	20	5256	0.3257229832572298	0.013250634338877925	0.9742539496781744
FBLN7	ENSG00000144152.11	7	8	1678	10	6578	0.2380662815445424	0.11280487804878049	0.2601001072577762
ZC3H8	ENSG00000144161.11	8	8	1204	11	6600	0.15166666666666667	0.002562081198265668	0.6474442988204456
ZC3H6	ENSG00000188177.12	4	12	3832	12	11803	0.3056002711175125	0.0047625015666123574	0.93331589958159
RGPD8	ENSG00000169629.10	7	24	6799	23	6886	0.7786813825152483	0.08250825082508251	0.8845574703028275
TTL	ENSG00000114999.7	4	7	1216	9	15732	0.07443427409102467	0.002892373268381793	0.43677717810331534
POLR1B	ENSG00000125630.14	17	17	2636	18	6329	0.539737715278875	0.32626165220186437	0.7461155997513984
CHCHD5	ENSG00000125611.14	5	4	438	3	3759	0.05187549880287311	0.0693316677076827	0.780373831775701
SLC20A1	ENSG00000144136.9	9	12	2305	10	5577	0.269320423166577	0.014891179839633447	0.3852779953014879
NT5DC4	ENSG00000144130.10	6	19	2099	17	4225	0.3268639053254438	0.16356107660455488	0.34794227685729556
CKAP2L	ENSG00000169607.11	6	10	2369	9	5219	0.4328415405250048	0.10353034510115033	0.7405485544848036
IL1A	ENSG00000115008.5	1	6	962	6	2124	0.3893596986817326	0.010678871090770405	1.0
IL1B	ENSG00000125538.10	8	6	1278	6	3096	0.3452842377260982	0.08473221422861711	0.5094549499443827
IL37	ENSG00000125571.8	5	6	915	6	839	0.9153754469606674	0.3983050847457627	1.0
IL36G	ENSG00000136688.9	3	4	571	4	1380	0.3847826086956522	0.027491408934707903	1.0
IL36A	ENSG00000136694.8	1	4	583	4	888	0.588963963963964	0.11835748792270531	1.0
IL36B	ENSG00000136696.9	2	6	821	6	1869	0.4055644729802033	0.04798628963153385	1.0
IL36RN	ENSG00000136695.13	4	4	905	4	3299	0.17308275234919673	0.0374029640084686	1.0
IL1F10	ENSG00000136697.11	3	4	645	4	1597	0.37006887914840325	0.04179728317659352	0.8609375
IL1RN	ENSG00000136689.17	9	6	1070	8	3256	0.23433660933660933	0.06868451688009314	0.41937581274382313
PSD4	ENSG00000125637.14	12	16	3700	13	13442	0.218568665377176	0.031183305667536163	0.5341453674121406
PAX8	ENSG00000125618.15	13	11	2097	9	7400	0.23945945945945946	0.06552901023890785	0.3534675615212528
CBWD2	ENSG00000136682.13	11	18	2276	16	8396	0.16591233920914722	0.4478476821192053	0.18538677222497113
